measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Alabama,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,30.152103268182195,32.691744518008655,27.07858054078129
Deaths,Nevada,Both,All Ages,Chronic respiratory diseases,Rate,2009,58.468069815692125,63.80738381619327,45.28327394931884
Deaths,Illinois,Both,All Ages,Chronic respiratory diseases,Rate,2008,54.54731923107505,59.11374039590468,45.05636631007362
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2009,58.75441179517474,64.05357946996745,46.17495383869845
Deaths,Hawaii,Both,All Ages,Chronic respiratory diseases,Rate,2009,41.094968939852144,46.71264977428615,35.571326202895484
Deaths,Arkansas,Both,All Ages,Chronic respiratory diseases,Rate,2008,78.187815942635,84.95740469724814,63.51295005059131
Deaths,Illinois,Both,All Ages,Chronic respiratory diseases,Rate,2009,54.21399128626246,58.8969619722801,44.40365060178772
Deaths,California,Both,All Ages,Chronic respiratory diseases,Rate,2008,43.16858646884779,46.687475423391476,35.28903447270828
Deaths,Idaho,Both,All Ages,Chronic respiratory diseases,Rate,2009,61.50588010515094,67.0041001941747,49.59846286114724
Deaths,Alaska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,10.313359485065963,11.221531042797151,9.271507587434545
Deaths,New Jersey,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,21.560104142056694,23.616724791850316,18.704305351780345
Deaths,Utah,Both,All Ages,Chronic respiratory diseases,Rate,2009,37.94104993828811,40.89506598324454,32.98647168202901
Deaths,California,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,20.726276509962673,22.604231970642857,17.962128920051395
Deaths,New Mexico,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,20.661689526820876,22.596245513835584,18.048714174841674
Deaths,South Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,26.4850669676161,29.297977095861423,22.93703521679844
Deaths,Washington,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,15.496191946718273,16.82316163056507,13.682544613407066
Deaths,West Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2008,104.03083986032945,113.58662109966302,79.65460335164305
Deaths,New Hampshire,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,19.394402064921188,21.419097621612963,16.707913166969885
Deaths,Texas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,18.13360649977382,19.78639745702758,15.87887958640009
Deaths,Iowa,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,30.479008771954753,33.69605527788328,26.38961650195878
Deaths,Vermont,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,16.742360054564077,18.54438422487629,14.493682635324193
Deaths,Nebraska,Both,All Ages,Chronic respiratory diseases,Rate,2009,72.5618660806668,80.05228035361374,57.154860640567975
Deaths,Illinois,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,25.29503897117941,27.796374002844413,21.77900917074123
Deaths,Kansas,Both,All Ages,Chronic respiratory diseases,Rate,2008,71.77394183628424,78.77647915193843,55.903102112167836
Deaths,Vermont,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,16.016303244067924,17.72107494555913,13.62432923181684
Deaths,Alaska,Both,All Ages,Chronic respiratory diseases,Rate,2009,35.79331212769982,39.697916479194355,28.525765645254275
Deaths,Arkansas,Both,All Ages,Chronic respiratory diseases,Rate,2009,78.45051246431542,85.48348091835213,62.66059748545235
Deaths,New York,Both,All Ages,Chronic respiratory diseases,Rate,2008,43.624570282388085,47.19791331352137,37.77686532364788
Deaths,Wisconsin,Both,All Ages,Chronic respiratory diseases,Rate,2008,57.96593497610921,63.25360727652446,48.050645237604776
Deaths,Idaho,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,18.32002139744355,20.1073604386852,16.105577233881025
Deaths,New Hampshire,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,19.989643055205065,22.079088759869144,17.262899187345948
Deaths,Iowa,Both,All Ages,Chronic respiratory diseases,Rate,2008,73.0977254245985,79.64272628433409,59.80674040044383
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2008,58.20401559388877,63.20994002112189,46.40928120672061
Deaths,Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2009,52.9889082817111,57.626691808572026,43.21158084292813
Deaths,Nevada,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,20.43145322222842,22.093634178079668,18.663033643458608
Deaths,New Hampshire,Both,All Ages,Chronic respiratory diseases,Rate,2009,61.77619455461931,68.69978769969616,47.79188354518509
Deaths,Wisconsin,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,23.72533293539497,25.93645380059433,20.42026931498671
Deaths,New Mexico,Both,All Ages,Chronic respiratory diseases,Rate,2009,61.30445586822889,67.12850998048133,50.29691075201793
Deaths,Vermont,Both,All Ages,Chronic respiratory diseases,Rate,2009,64.95829834294648,71.79851086437034,51.78017144055405
Deaths,Texas,Both,All Ages,Chronic respiratory diseases,Rate,2009,47.19837275380581,51.19783750373971,38.544365293420135
Deaths,Kentucky,Both,All Ages,Chronic respiratory diseases,Rate,2008,80.53826703847022,87.50313462304307,61.471953890538224
Deaths,North Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2008,63.03522211345472,68.34600578981932,50.391495645978694
Deaths,Iowa,Both,All Ages,Chronic respiratory diseases,Rate,2009,72.10565689716665,78.5250984410968,58.46660605507304
Deaths,Kentucky,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,29.38005942307635,32.124585641693166,26.00098117684339
Deaths,Washington,Both,All Ages,Chronic respiratory diseases,Rate,2009,55.34197644020874,60.210005193429005,44.34606211197611
Deaths,Wyoming,Both,All Ages,Chronic respiratory diseases,Rate,2008,73.25129536332668,80.58008884427655,55.7914247786992
Deaths,North Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,25.287358304297396,27.528815355618484,22.544392813785343
Deaths,Wyoming,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,25.411010367050853,28.10660274556191,21.940503955923763
Deaths,New Mexico,Both,All Ages,Chronic respiratory diseases,Rate,2008,61.81834689756978,67.49403623873016,51.54430892990115
Deaths,Indiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,23.459428667059864,25.792519166768553,20.374583343804545
Deaths,Washington,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,14.995310807200028,16.331541614336484,13.17680018334466
Deaths,Indiana,Both,All Ages,Chronic respiratory diseases,Rate,2009,73.17404614859338,80.31006058158208,55.96947912268719
Deaths,Washington,Both,All Ages,Chronic respiratory diseases,Rate,2008,55.30252954608413,60.046274075647446,44.347039455598
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,26.489506063177334,28.959028728869185,22.74326978061281
Deaths,Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,22.379370407234187,24.29741615463693,19.701594672689293
Deaths,Arizona,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,18.913743731444026,20.482707750074752,16.772226563249117
Deaths,Utah,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,17.241108988868074,18.716988468375202,15.573802625214416
Deaths,New Jersey,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,20.654432338129602,22.71542456176537,17.9413188096044
Deaths,Kansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,28.921839894432072,31.977980514554286,24.74978610039476
Deaths,North Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,25.763186115960334,28.94751143422365,21.33036939014314
Deaths,Arkansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,34.25168169679474,37.262590330534984,30.232869494759786
Deaths,Maine,Both,All Ages,Chronic respiratory diseases,Rate,2008,80.20082337592838,88.05290747490638,62.15096535767189
Deaths,West Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,32.228715665210146,35.43545640834133,28.413089390254477
Deaths,Kansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,29.61605014380092,32.77387210312306,25.41439003042292
Deaths,New Jersey,Both,All Ages,Chronic respiratory diseases,Rate,2009,48.001012163759825,52.376824802581176,40.43200883571116
Deaths,Ohio,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,24.165518901869163,26.53793448057179,21.02350328437192
Deaths,Ohio,Both,All Ages,Chronic respiratory diseases,Rate,2008,73.10303788963348,79.7935745762459,57.445468592970435
Deaths,North Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2009,63.45227242998717,69.02222751208525,50.05467149502333
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,26.59139866620233,29.119236464851188,22.89743597128893
Deaths,Kansas,Both,All Ages,Chronic respiratory diseases,Rate,2009,72.32519932636926,79.50972190605177,55.38783760520784
Deaths,Wisconsin,Both,All Ages,Chronic respiratory diseases,Rate,2009,57.77876102716729,63.19332378963627,47.39006416417691
Deaths,Iowa,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,28.41999664926834,31.449448744627098,24.512197186953216
Deaths,West Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2009,106.33997573093498,115.98588265279747,81.61183491898184
Deaths,North Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2009,60.832051194059645,66.93813779866409,51.26738945470506
Deaths,Louisiana,Both,All Ages,Chronic respiratory diseases,Rate,2009,59.56838694482624,64.5969082594806,48.627846191203126
Deaths,New York,Both,All Ages,Chronic respiratory diseases,Rate,2009,43.75739784516982,47.31042496250072,37.71122069796508
Deaths,West Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,32.08611458060277,35.4075612731177,28.209528834488452
Deaths,Louisiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,25.595565820577555,27.897694961355494,22.886323977919464
Deaths,Louisiana,Both,All Ages,Chronic respiratory diseases,Rate,2008,59.294219202850286,64.25838242057816,49.13803630207696
Deaths,Maryland,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,22.81020269955437,24.79685134515286,20.207507428200078
Deaths,Colorado,Both,All Ages,Chronic respiratory diseases,Rate,2008,55.03999619886217,59.670346994797484,44.11009188026596
Deaths,Oklahoma,Both,All Ages,Chronic respiratory diseases,Rate,2008,82.71562497930219,90.26858919180866,63.79740845859106
Deaths,New Mexico,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,20.075054905633348,22.04070554896018,17.4229705982974
Deaths,Oregon,Both,All Ages,Chronic respiratory diseases,Rate,2008,67.49343811337138,73.89640720491813,53.675239736658
Deaths,Oklahoma,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,28.62798544468135,31.090269073798243,25.36022104449804
Deaths,North Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,25.495719834142754,28.51229109922962,21.152403731243982
Deaths,Kentucky,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,29.597191233033517,32.338708957195436,26.03025332090969
Deaths,North Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2008,60.258610315557945,66.28055200933153,51.06766244386529
Deaths,North Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,25.06769655799237,27.210213481369774,22.34252680101132
Deaths,Wyoming,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,25.15371208239442,27.814326693245786,21.769348819230057
Deaths,Louisiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,26.267758944799063,28.52701195969562,23.415354890571255
Deaths,Kentucky,Both,All Ages,Chronic respiratory diseases,Rate,2009,83.14180891471011,90.33868632104607,62.558657977224904
Deaths,Wisconsin,Both,All Ages,Respiratory infections and tuberculosis,Rate,2009,22.948856642424026,25.22531720229277,19.75215266637879
Deaths,Maine,Both,All Ages,Respiratory infections and tuberculosis,Rate,2008,26.126467614890704,28.884158466421557,22.172051546518283
Deaths,Maryland,Both,All Ages,Chronic respiratory diseases,Rate,2008,46.01925594999987,49.60935667773843,39.32302340786357
Deaths,Massachusetts,Both,All Ages,Chronic respiratory diseases,Rate,2008,54.65202970008409,60.44470551796806,44.70435285441793
Deaths,Wyoming,Both,All Ages,Chronic respiratory diseases,Rate,2009,73.69909364129106,81.30654183473678,55.7283049432631
Deaths,West Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,31.467593045281067,34.477404492288144,27.709670432644884
Deaths,Alaska,Both,All Ages,Chronic respiratory diseases,Rate,2010,36.37823249919893,40.187785321247794,29.27293537086091
Deaths,Alaska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,10.420693109910403,11.349775478335038,9.37014921034046
Deaths,Wisconsin,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,23.18301350116854,25.31731720651637,19.949929463906713
Deaths,Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2011,53.96668808328731,59.0987645083139,43.729193949224516
Deaths,New Mexico,Both,All Ages,Chronic respiratory diseases,Rate,2011,63.046673873825796,68.82720633507914,51.505333884475434
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,26.52504845139083,29.117838461154687,22.750267590126725
Deaths,Arizona,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,17.72785866243073,19.193314917978494,15.59046354007643
Deaths,Kentucky,Both,All Ages,Chronic respiratory diseases,Rate,2010,84.18255930795648,91.78286152028046,63.31871441799619
Deaths,Wisconsin,Both,All Ages,Chronic respiratory diseases,Rate,2010,59.75493197632074,65.48012147858982,48.82027438889401
Deaths,New York,Both,All Ages,Chronic respiratory diseases,Rate,2011,44.83228582023075,48.681392164345816,38.245942886229344
Deaths,Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,22.71058621787992,24.794674998394157,20.08693292448784
Deaths,Indiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,23.166197835928152,25.374864682141304,20.177136935969447
Deaths,Louisiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,25.5472222816792,27.779425999977263,22.779286264570263
Deaths,New Jersey,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,20.903968960701658,23.052304186301917,18.00909836963677
Deaths,Louisiana,Both,All Ages,Chronic respiratory diseases,Rate,2010,61.3420694674269,66.64923855661596,49.64960223963053
Deaths,Colorado,Both,All Ages,Chronic respiratory diseases,Rate,2010,54.960831944722806,60.003221516893475,43.470885084176224
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2010,59.128787579514345,64.62445645548128,46.61077517103162
Deaths,Arkansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,32.455809360604576,35.28537979993727,28.701415640410243
Deaths,Oklahoma,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,26.503939678001196,28.871491327882975,23.362252350887506
Deaths,Oregon,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,16.720161033267026,18.252634642698393,14.554323700451636
Deaths,California,Both,All Ages,Chronic respiratory diseases,Rate,2011,43.45048249940132,47.66723352089387,35.05033747441328
Deaths,Oklahoma,Both,All Ages,Chronic respiratory diseases,Rate,2010,82.55643709695703,90.47850617054719,62.64008533486869
Deaths,Alabama,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,29.899530691928398,32.276212062709,26.86456551614248
Deaths,North Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,25.347936459286835,28.42221449511186,20.912182068528256
Deaths,Michigan,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,21.99611149019947,24.01248526411896,19.33193384693764
Deaths,Mississippi,Both,All Ages,Chronic respiratory diseases,Rate,2010,75.55777166354126,81.83806074598361,59.217055764292155
Deaths,Ohio,Both,All Ages,Chronic respiratory diseases,Rate,2011,76.90875685918677,84.6435353279383,59.03197013391575
Deaths,Kentucky,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,29.17923316670625,31.914479632365072,25.589780994964777
Deaths,Alaska,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,10.595152607092611,11.525665267260292,9.479835721755633
Deaths,District of Columbia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,25.944927864541455,29.471401583826047,21.85298651143298
Deaths,Arizona,Both,All Ages,Chronic respiratory diseases,Rate,2011,60.23818041898109,65.80367195110348,46.85797265879024
Deaths,Maine,Both,All Ages,Chronic respiratory diseases,Rate,2011,83.21769374718086,91.98241058654352,63.63244580617796
Deaths,Arkansas,Both,All Ages,Chronic respiratory diseases,Rate,2011,82.69531626405242,90.32352317320381,65.01458071388899
Deaths,Pennsylvania,Both,All Ages,Chronic respiratory diseases,Rate,2010,69.72943173230378,76.086986677875,57.13782078943408
Deaths,Louisiana,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.478316445448282,27.767616610994285,22.738248710679624
Deaths,Washington,Both,All Ages,Chronic respiratory diseases,Rate,2011,55.37207412659735,60.49709734044501,44.14309204515358
Deaths,Connecticut,Both,All Ages,Chronic respiratory diseases,Rate,2011,55.15810141503382,61.62880637642442,43.91054492306703
Deaths,Connecticut,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,24.659796406710466,27.588281853716335,20.67982089463471
Deaths,Rhode Island,Both,All Ages,Chronic respiratory diseases,Rate,2010,60.49326467192255,67.3242167457358,49.118042214309035
Deaths,Oklahoma,Both,All Ages,Chronic respiratory diseases,Rate,2011,83.61442342548415,91.79934839227364,63.051014685375584
Deaths,North Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2011,65.4282447941333,71.61901545858078,50.81751628407027
Deaths,Wyoming,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.001546447337134,27.67609270220548,21.594329956101173
Deaths,Maryland,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,22.057176026360523,23.955325226499856,19.34346343082688
Deaths,New York,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,27.215709148546082,29.80533828752566,23.377222648200608
Deaths,Oregon,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,16.681671295780166,18.203158187897614,14.563107308148853
Deaths,Ohio,Both,All Ages,Chronic respiratory diseases,Rate,2010,74.12726812025485,81.2586301931931,57.31996430941267
Deaths,North Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2011,61.86798207594032,67.90546815464063,51.36123606234734
Deaths,Wisconsin,Both,All Ages,Chronic respiratory diseases,Rate,2011,61.492143698223,67.69917079690377,49.748122467591145
Deaths,Michigan,Both,All Ages,Chronic respiratory diseases,Rate,2010,64.40358817751378,70.3771538476317,51.91315483626671
Deaths,Ohio,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.372825683916542,27.683229338300006,22.138543856080048
Deaths,Kansas,Both,All Ages,Chronic respiratory diseases,Rate,2011,74.30668471698694,82.06901600226615,56.89333550383204
Deaths,Wisconsin,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,23.605042189679246,25.909347686766033,20.19964869679683
Deaths,North Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.013777833599477,27.266563744062477,22.299490247041323
Deaths,California,Both,All Ages,Chronic respiratory diseases,Rate,2010,42.52128246566875,46.431420253607676,34.348163352579576
Deaths,District of Columbia,Both,All Ages,Chronic respiratory diseases,Rate,2010,42.52308720589854,51.08176683531052,36.458872440484235
Deaths,Maryland,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,21.755198673044934,23.633185551260112,19.13900269095424
Deaths,Maine,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.591671910568294,28.51600501881001,21.673313920073763
Deaths,Massachusetts,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,28.918297653657234,31.936333643049434,24.165796416111366
Deaths,Oregon,Both,All Ages,Chronic respiratory diseases,Rate,2010,67.85131121578875,74.58190210997351,52.91838828974989
Deaths,Pennsylvania,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,27.85485205725165,30.64375932227725,23.898159942338847
Deaths,West Virginia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,32.535033952381454,35.694235885962804,28.70181460239457
Deaths,South Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,23.555812166561733,25.630681088662666,21.043724517473567
Deaths,Delaware,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,20.66968385112972,22.682735604554704,18.11727595136232
Deaths,West Virginia,Both,All Ages,Chronic respiratory diseases,Rate,2011,110.18107756228105,120.71701123117626,83.32094067174825
Deaths,Louisiana,Both,All Ages,Chronic respiratory diseases,Rate,2011,62.24339267471048,67.89427570914394,49.777423015139696
Deaths,Minnesota,Both,All Ages,Chronic respiratory diseases,Rate,2010,55.304408598458615,60.91878980241642,44.67523014456446
Deaths,Kentucky,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,29.259460738043988,31.983899154778584,25.74788013232151
Deaths,Minnesota,Both,All Ages,Chronic respiratory diseases,Rate,2011,57.03812677448656,62.8871088173022,45.97297003396049
Deaths,Colorado,Both,All Ages,Chronic respiratory diseases,Rate,2011,56.78971403817455,62.16816567960958,44.73003037071031
Deaths,Connecticut,Both,All Ages,Chronic respiratory diseases,Rate,2010,54.6633330613767,60.944036370867344,44.102534636593106
Deaths,California,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,19.593773998430926,21.448324756466633,16.818760223775534
Deaths,Massachusetts,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,29.328043399610234,32.4751749620835,24.39382170112898
Deaths,Maine,Both,All Ages,Chronic respiratory diseases,Rate,2010,82.62991530423655,91.2946925257176,63.5644907545034
Deaths,North Carolina,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,24.80231048090308,26.992470816297757,22.064851730752565
Deaths,Pennsylvania,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,28.779241481017078,31.623818180506508,24.611002185356867
Deaths,Missouri,Both,All Ages,Chronic respiratory diseases,Rate,2010,72.89840384993454,79.56845859727164,56.414356983339914
Deaths,Tennessee,Both,All Ages,Chronic respiratory diseases,Rate,2010,70.69310000190207,76.68054812161554,56.46109628201938
Deaths,North Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2010,63.9549456683983,69.72511805412849,50.20654597966307
Deaths,Wyoming,Both,All Ages,Chronic respiratory diseases,Rate,2010,75.17805429250167,82.44262355995751,56.915019442579386
Deaths,Delaware,Both,All Ages,Chronic respiratory diseases,Rate,2010,62.807034272829,69.35948109921685,49.39422180990921
Deaths,Oregon,Both,All Ages,Chronic respiratory diseases,Rate,2011,69.11530512654089,75.87511671767925,53.865157998021196
Deaths,Massachusetts,Both,All Ages,Chronic respiratory diseases,Rate,2011,56.09679669181485,62.811801151002285,44.9828040481499
Deaths,North Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.537086828385178,28.636772966419848,21.051113841147878
Deaths,Massachusetts,Both,All Ages,Chronic respiratory diseases,Rate,2010,54.727244605718305,61.21163399992493,44.214857507797035
Deaths,Arkansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,32.990219272590636,36.01356088813354,29.192875903469687
Deaths,South Carolina,Both,All Ages,Chronic respiratory diseases,Rate,2010,71.51084905252729,77.43919529891924,56.26980517168174
Deaths,Colorado,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,16.055539434535884,17.569289571702292,14.045165560693073
Deaths,Kansas,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,28.99670807934569,32.0838500351659,24.738534509412155
Deaths,Oklahoma,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,26.36778054198106,28.835638578785098,23.34963596335113
Deaths,Alabama,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,29.857553765150328,32.34201434935677,26.782123471231134
Deaths,Michigan,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,22.559826010120965,24.655029026727036,19.85870428102161
Deaths,California,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,19.86516306622388,21.685476388778138,17.141009009791503
Deaths,Kentucky,Both,All Ages,Chronic respiratory diseases,Rate,2011,86.02926481568355,94.14168291444304,64.49328078688079
Deaths,Alabama,Both,All Ages,Chronic respiratory diseases,Rate,2011,87.49494858013422,95.47823554715342,67.4757861407591
Deaths,Wyoming,Both,All Ages,Chronic respiratory diseases,Rate,2011,75.58379455366921,83.26618453443979,57.85399939351527
Deaths,Maryland,Both,All Ages,Chronic respiratory diseases,Rate,2010,45.39927335816666,49.32546159821018,38.237679383772345
Deaths,New Mexico,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,20.11913173630794,22.16359643273748,17.39986049397562
Deaths,Maine,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,25.59451472903854,28.490353235868707,21.838104160275343
Deaths,Missouri,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,27.35191194271971,29.988655722208463,23.85106694684436
Deaths,Alaska,Both,All Ages,Chronic respiratory diseases,Rate,2011,37.57132741616985,41.66512906053706,30.052933680016643
Deaths,Mississippi,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,30.33119003619658,33.13249593941482,27.213094138346992
Deaths,Iowa,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,27.56123744908178,30.402803243735566,23.67391877159912
Deaths,North Dakota,Both,All Ages,Chronic respiratory diseases,Rate,2010,61.29585888282104,67.46974004964623,51.233911118567654
Deaths,Delaware,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,20.49029420097843,22.509001760406115,17.898622464728458
Deaths,Arkansas,Both,All Ages,Chronic respiratory diseases,Rate,2010,79.61360714975851,86.78017274485225,62.45194329375045
Deaths,Georgia,Both,All Ages,Chronic respiratory diseases,Rate,2010,56.359423895325406,61.45252601820552,43.70895199993157
Deaths,Washington,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,14.744514288051954,16.16587976623966,12.925366856723135
Deaths,Montana,Both,All Ages,Chronic respiratory diseases,Rate,2010,83.29817668313993,92.17310851986866,63.413108091960446
Deaths,Minnesota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,18.131356251366675,19.967512251295755,15.622343814300361
Deaths,Colorado,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,15.677741546032555,17.112333923118268,13.733140099120934
Deaths,South Dakota,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,26.779262081880212,29.564784119845253,22.998096395291448
Deaths,Rhode Island,Both,All Ages,Chronic respiratory diseases,Rate,2011,60.32435218983038,66.90507874358072,48.855461469505876
Deaths,Rhode Island,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,25.043012597261473,28.21070999594605,20.832814607422787
Deaths,Iowa,Both,All Ages,Chronic respiratory diseases,Rate,2011,73.70769481674742,80.93702646351012,58.7519624152299
Deaths,Wyoming,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,25.05956155462986,27.810684621427782,21.433387289652565
Deaths,Arizona,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,17.053405437387624,18.55001619315733,15.000248661295725
Deaths,Maryland,Both,All Ages,Chronic respiratory diseases,Rate,2011,45.59273181231671,49.63486424366439,38.499829394401196
Deaths,Delaware,Both,All Ages,Chronic respiratory diseases,Rate,2011,63.041715929657414,69.50648715193054,49.29347041522182
Deaths,Alabama,Both,All Ages,Chronic respiratory diseases,Rate,2010,86.12262744909684,93.9361542368589,66.08476768798482
Deaths,Hawaii,Both,All Ages,Chronic respiratory diseases,Rate,2010,40.92498851983927,46.66407493416152,35.226209449679686
Deaths,Mississippi,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,29.510270974405824,32.141246633902156,26.396328345838434
Deaths,District of Columbia,Both,All Ages,Chronic respiratory diseases,Rate,2011,41.71841217934807,49.2637165586702,35.69555467094793
Deaths,District of Columbia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2011,25.241370106847913,28.49602215726308,21.159060752391504
Deaths,Florida,Both,All Ages,Respiratory infections and tuberculosis,Rate,2010,18.033595314868844,19.678940973066297,15.659468999981494
